,date,url_match,name_event,left_team,url_left_team,right_team,url_right_team,map,breakdown_total,breakdown_left_team,breakdown_right_team,rating,first_kills,clutches
0,28/7/22,https://www.hltv.org/stats/matches/mapstatsid/141097/megazord-vs-b4,CLUTCH Season 4 Finals,MEGAZORD,https://www.hltv.org/stats/teams/11267/megazord,B4,https://www.hltv.org/stats/teams/11567/b4,Ancient,9:16,ct_5:t_10,t_4:ct_6,0.90 : 1.18,14 : 11,1 : 0
